ocupacion,alcaldia,c_p,colonia,giro,num_empleados
comerciante,gustavo a. madero,7800,industrial,comerciante,1
comerciante,venustiano carranza,15000,general ignacio zaragoza,comerciante,1
comerciante,xochimilco,16600,san gregorio atlapulco,llaveros,2
carpintero,iztapalapa,9700,santa cruz meyehualco,comerciante,1
fabricacion de ropa,alvaro obregon,1160,1a victoria,fabricacion de ropa,1
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,antojitos,3
tapicero,iztapalapa,9780,lomas de san lorenzo,tapiceria,1
fabricante,gustavo a. madero,7190,valle de madero,fabricacion de envases plasticos,7
comerciante,gustavo a. madero,7164,prados de cuautepec,tienda de abarrotes,2
comerciante,magdalena contreras,10020,cuauhtmoc,polleria,1
due�'a de negocio,tlahuac,13100,la guadalupe,taller de tapicería y decoraciones,3
comerciante,tlalpan,14380,san bartolo el chico,comerciante,1
comerciante,iztapalapa,9510,santa martha acatitla,empaques,2
comerciante,azcapotzalco,2459,tezozomoc,papeleria,1
técnico en telecomunicaciones,cuauhtemoc,6140,condesa,instalacion de antenas satelites,2
muestrista y fabricante de articulospromocionales,xochimilco,16034,18,comerciante,1
comerciante,alvaro obregon,1710,ampliacion alpes,venta de comida preparada,4
comercio,iztapalapa,9930,el rosario,carpinteria,1
comerciante,xochimilco,16300,san lucas xochimanca,optica,5
comerciante,alvaro obregon,1650,santa lucia chantepec,puesto de comida,2
taquero,tlalpan,14380,san bartolo el chico,taqueria,4
comerciante,iztapalapa,9830,el molino,"hamburguesas, alambres, tacos",2
comerciante,azcapotzalco,2010,nuevo barrio san rafael,comerciante,1
comerciante,iztapalapa,9440,zacahuitzco,comerciante,1
comerciante,cuauhtemoc,6300,guerrero,juguetes,2
comerciante,benito juarez,3300,portales sur,venta de calzado,1
comerciante,iztapalapa,9970,valle de san lorenzo,bisuteria de acero inoxidable,2
taxista,iztapalapa,9290,santa cruz meyehualco,comerciante,1
estética canina,iztapalapa,9208,chinampac de jurez,estetica canina,1
renta de equipo de audio para fiestas,coyoacan,4480,culhuacn ctm seccion x-a,renta de audio para fiestas,4
comerciante,xochimilco,16050,tierra nueva,tienda de articulos escolares,0
fabricacion de letras y articulos publicitarios,iztapalapa,9700,santa cruz meyehualco,comerciante,1
comerciante,tlalpan,14440,los volcanes,alimentos,3
reparacion de llantas de auto,iztapalapa,9910,la esperanza,seccionado de llantas de auto,2
comerciante,tlahuac,13250,la turba,panaderia,5
comerciante,tlahuac,13300,santiago norte,venta de ropa,2
comerciante,cuauhtemoc,6200,morelos,accesorios para boda y xv a�os,5
comerciante,miguel hidalgo,11489,ampliacion popo,venta de papeleria,1
estudiante,iztapalapa,9500,santa maria aztahuacn ampliacion,paletas de hielo,3
optometrista,iztapalapa,9208,chinampac de jurez,optica movil,3
micro empresaria,xochimilco,16038,ampliacion san marcos norte,venta y mantenimiento a equipos biometricos,5
empleada y empleadora,iztapalapa,9260,constitucion de 1917,desayunos y suplementos alimenticios,2
cocinera,benito juarez,3020,narvarte poniente,comerciante,1
comerciante,alvaro obregon,1400,preconcreto,reparacion de duplicadores digitales,2
reparacion de electrodomesticos,iztacalco,8100,agricola pantitln,comerciante,1
costurero,benito juarez,3023,narvarte oriente,taller de costura,2
laudero,iztapalapa,9200,unidad vicente guerrero,taller de guitarras,4
musico independiente,iztapalapa,9550,monte alban,comerciante,1
comerciante,tlahuac,13210,los olivos,comerciante,1
comercio,alvaro obregon,1480,lomas de plateros,venta de tacos,2
comerciante,cuauhtemoc,6250,ex-hipodromo de peralvillo,comerciante,1
optometrista,tlahuac,13020,san jos,consultorio optometrico,0
desempleada,iztapalapa,9840,los reyes culhuacn,botanas,2
comerciante,azcapotzalco,2719,ampliacion san pedro xalpa,antojitos mexicanos,4
comerciante,venustiano carranza,15300,20 de noviembre,venta de comida,2
comerciante,coyoacan,4369,pedregal de santo domingo,comerciante,1
ventas,gustavo a. madero,7410,villa hermosa,comerciante,3
empresaria,venustiano carranza,15510,pensador mexicano,marca de dise�o y produccion de joyeria en plata,2
ferreteria,iztapalapa,9570,santa maria aztahuacn,ferreteria,3
mecanico automotriz,miguel hidalgo,11320,anhuac ii seccion,tecnico automotriz,1
comerciante,iztapalapa,9870,santa maria tomatln,comerciante,1
comerciante,venustiano carranza,15250,ampliacion michoacana,antojitos mexicanos,2
comerciante,venustiano carranza,15700,federal,tienda de articulo de temporada,3
comerciante,xochimilco,16500,santa cruz acalpixca,juguetes y productos de temporada,0
manicurista,tlalpan,14030,isidro fabela,clinica de u�'as,1
comerciante,gustavo a. madero,7150,la casilda,comida,1
estudiante,iztapalapa,9080,cacama,tienda de abarrotes,1
comerciante,cuauhtemoc,6020,centro (rea 3),"alquiler de mesas, sillas, vajillas y similares",5
ventas por catalogo,tlalpan,14640,ejidos de san pedro mrtir,venta de calzado y productos por catalogo,1
comerciante,iztapalapa,9440,zacahuitzco,tacos,2
venta al menudeo de alimentos,miguel hidalgo,11410,tacuba,venta de alimentos nutritivos,2
estilista,azcapotzalco,2160,santo domingo,comerciante,1
artesano,iztacalco,8100,agricola pantitln,pi�atas,1
comerciante,gustavo a. madero,7070,martin carrera,ropa,1
fotografia,coyoacan,4380,la candelaria,estudio fotografico,3
comerciante,coyoacan,4260,san francisco culhuacn barrio de san juan,papeleria,1
vendedor de dulces,venustiano carranza,15500,moctezuma 1a seccion,venta de dulces,1
estilista canina,iztapalapa,9230,jos maria morelos y pavon,estetica canina,3
comerciante,xochimilco,16034,18,comerciante,1
comerciante,magdalena contreras,10200,san jeronimo lidice,antojitos mexicanos,3
comerciante,tlahuac,13510,la lupita,comerciante,1
comerciante,tlalpan,14734,zacaton,colchonera,2
comerciante,iztacalco,8100,agricola pantitln,venta por catalogo,2
vendo articulos de papeleria y electrodomesticos,cuauhtemoc,6720,doctores,venta de articulos de papeleria,1
comercio,azcapotzalco,2070,nextengo,comerciante,1
taxista,tlahuac,13420,selene,comerciante,1
comerciante,tlahuac,13420,selene,papeleria,1
comerciante,gustavo a. madero,7130,el tepetatal,comerciante,1
estudiante,xochimilco,16080,san esteban,farmacia veterinaria,2
comerciante,iztapalapa,9690,iztlahuacn,tacos de guisado,1
emprendedor,iztapalapa,9740,presidentes de mxico,comercio electronico,3
empleado,gustavo a. madero,7410,villa hermosa,servicio de lavado y engrasado,3
vendedora de joyeria,xochimilco,16050,tierra nueva,venta de joyeria de oro laminado.,1
comerciante,magdalena contreras,10020,cuauhtmoc,comerciante,1
emprendedor,tlahuac,13080,los reyes,comerciante,1
ama de casa,iztapalapa,9700,santa cruz meyehualco,internet,1
alba�ileria,xochimilco,16320,san lucas oriente,trabajos de construccion,5
"venta de abarrotes,vinos y licores",iztapalapa,9180,ermita zaragoza,comerciante,1
manicurista,iztapalapa,9500,santa maria aztahuacn ampliacion,comerciante,1
encuadernacion,azcapotzalco,2250,santa catarina,venta de plantas,2
estilista,benito juarez,3020,narvarte poniente,estetica,2
administrador,coyoacan,4630,adolfo ruiz cortines,restaurante,4
negocio familiar,xochimilco,16400,san lorenzo atemoaya,pan,4
comerciante,azcapotzalco,2640,monte alto,frutas y verduras,3
comerciante,iztapalapa,9260,constitucion de 1917,salon de eventos,3
comerciante,gustavo a. madero,7080,gabriel hernndez,comerciante,1
negocio propio,xochimilco,16080,san esteban,alimentos,2
comerciante,magdalena contreras,10700,hroes de padierna,compra y venta de antigüedades,1
médico,tlalpan,14240,lomas hidalgo,clinica de terapia,6
comerciante,venustiano carranza,15300,20 de noviembre,u�as y trensas africanas,2
empleado,azcapotzalco,2700,san miguel amantla,taller de serigrafia,3
venta,miguel hidalgo,11230,argentina poniente,comerciante,1
comerciante,iztapalapa,9720,la era,pisos y recubrimeintos,4
vendo de todo un poko,benito juarez,3400,lamos,"abarrotes,dulces y pan",4
chef,iztapalapa,9210,tepalcates,restaurante,6
comerciante,iztapalapa,9780,lomas de san lorenzo,papeleria,1
taquero,azcapotzalco,2130,tierra nueva,taqueria,5
mecanico,azcapotzalco,2500,unidad cuitlahuac,comerciante,1
servicios,gustavo a. madero,7130,el tepetatal,comerciante,1
comerciante,cuauhtemoc,6400,santa maria la ribera,dulceria,2
independiente,iztapalapa,9630,san miguel teotongo seccion torres,desayunos y cenas,1
comerciante,gustavo a. madero,7100,san miguel,industrial,2
comerciante,coyoacan,4890,los olivos,vidrio aluminio y herreria,2
comerciante,tlalpan,14380,san bartolo el chico,comerciante,1
empleada doméstica,coyoacan,4318,oxtopulco universidad,cuidadora de bebe,2
comerciante,tlahuac,13509,la concepcion,articulos de limpieza,2
comerciante,magdalena contreras,10600,el rosal,productos de higiene personal,2
chofer,iztapalapa,9220,unidad ejrcito constitucionalista,comerciante,1
comerciante,xochimilco,16010,san bartolo el chico,dulces,0
tecnica dental,coyoacan,4870,espartaco,protesis dentales,4
mototaxista,magdalena contreras,10320,el tanque,comerciante,1
director general,iztapalapa,9230,jos maria morelos y pavon,carpinteria,3
comerciante,gustavo a. madero,7259,ampliacion benito jurez,comerciante,1
comerciante,magdalena contreras,10700,hroes de padierna,comidas y antojitos,4
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,papeleria,1
maquilero,tlalpan,14230,cultura maya,maquila de ropa,4
comerciante,coyoacan,4480,culhuacn ctm seccion x-a,estudio fotografico,2
microempresario,coyoacan,4230,prado churubusco,comerciante,1
costurera,cuauhtemoc,6800,obrera,comerciante,1
abarrotes,benito juarez,3650,letrn valle,comerciante,1
negocio propio,alvaro obregon,1180,san pedro de los pinos,peluqueria,2
tianguista,azcapotzalco,2990,la raza,comerciante,1
negocio,miguel hidalgo,11290,san diego ocoyoacac,lavanderia,1
comerciante,iztapalapa,9700,santa cruz meyehualco,panaderia y pasteleria,4
comerciante,cuauhtemoc,6800,obrera,tienda de abarrotes,1
desempleado,iztapalapa,9700,santa cruz meyehualco,comerciante,1
redes vos y datos,tlalpan,14080,del ni�o jesus,comerciante,1
comerciante,cuauhtemoc,6220,peralvillo,restaurante,5
podologo,tlalpan,14420,santa ursula xitla,podologia,1
abogado,cuauhtemoc,6720,doctores,abogados,3
comerciante,iztapalapa,9140,santa martha acatitla norte,taqueria,3
micro empresario,coyoacan,4600,pedregal de santa ursula,comerciante,1
comerciante,iztapalapa,9700,santa cruz meyehualco,taqueria,1
comerciante,miguel hidalgo,11840,ampliacion daniel garza,chacharas,1
estilista,coyoacan,4910,carmen serdn,comerciante,1
asesor juridico,iztapalapa,9200,unidad vicente guerrero,comerciante,1
vendedora de natura,miguel hidalgo,11270,argentina antigua,vendedora por catalogo,1
transporte escolar,tlahuac,13210,los olivos,comerciante,1
cirujano dentista,tlalpan,14710,santo tomas ajusco,consultorio dental,1
comerciante,iztapalapa,9830,el molino,varios temporada,0
vendedor,cuajimalpa de morelos,5200,san jos de los cedros,ventas por internet,0
cirujano dentista,iztapalapa,9830,el molino,consultorio dental,4
optometrista,coyoacan,4369,pedregal de santo domingo,optica,2
comerciante,gustavo a. madero,7400,salvador diaz miron,puesto de alimentos,2
comerciante,iztacalco,8420,cuchilla agricola oriental,relojeria,1
comerciante,venustiano carranza,15300,20 de noviembre,dulces y frituras,1
chofer,cuauhtemoc,6800,obrera,chofer,1
comerciante,alvaro obregon,1770,san jos del olivar,comerciante,1
comerciante,tlahuac,13360,santiago sur,plantas de ornato,3
asesora de imagen,xochimilco,16600,san gregorio atlapulco,belleza,1
carpinteria y barniz,alvaro obregon,1700,tetelpan,comerciante,1
comerciante,gustavo a. madero,7290,la pastora,comerciante,1
venta botanas  dulces,alvaro obregon,1770,san jos del olivar,comerciante,1
comerciante,iztapalapa,9640,xalpa,comida,2
chofer,iztapalapa,9860,el rodeo,transporte privado de personal,1
comerciante,coyoacan,4460,avante,juguete,1
comerciante,tlalpan,14440,los volcanes,restaurante,3
comerciante,xochimilco,16600,san gregorio atlapulco,tienda de muebles y segunda mano,0
cosmetologa,benito juarez,3100,insurgentes san borja,estetica,1
taxista concesionario,iztapalapa,9708,mixcoatl,comerciante,1
comerciante,tlahuac,13410,lopez portillo,tintoreria,0
comerciante,xochimilco,16450,santa maria nativitas,papeleria susana,2
sonidera,iztapalapa,9760,consejo agrarista mexicano,sonorizacion y audio,4
comerciante,coyoacan,4918,cafetales,comerciante,1
empresario,coyoacan,4980,viejo ejido de santa ursula coapa,distribucion de productos para limpieza de autos,1
comerciante,iztapalapa,9500,santa maria aztahuacn ampliacion,venta de desayunos,2
comerciante,xochimilco,16600,san gregorio atlapulco,"suplementos naturistas, herbolaria y esotericos",1
vendedora de nieves,gustavo a. madero,7189,ahuehuetes,puesto de nieves,4
comerciante,iztapalapa,9400,el sifon,publicidad,4
comerciante,venustiano carranza,15000,general ignacio zaragoza,tienda de abarrotes,4
comerciante,iztapalapa,9180,ermita zaragoza,zapatos para dama,2
comerciante,coyoacan,4369,pedregal de santo domingo,tienda,2
comerciante,coyoacan,4369,pedregal de santo domingo,comerciante,1
obrero,coyoacan,4260,san francisco culhuacn barrio de san juan,comerciante,7
chofer de aplicacion,iztapalapa,9770,puente blanco,chofer,0
comercio,iztapalapa,9310,leyes de reforma 3a seccion,comerciante,1
comerciante,tlahuac,13400,san francisco tlaltenco,comerciante,1
comerciante,cuauhtemoc,6400,santa maria la ribera,cafe internet,2
asesor de ventas,coyoacan,4380,la candelaria,comerciante,1
zapatero,gustavo a. madero,7010,tepetates,zapateria,2
comerciante,iztapalapa,9060,sector popular,cremeria y abarrotes,1
micro empresaria,venustiano carranza,15270,morelos,comerciante,1
comerciante,gustavo a. madero,7950,san juan de aragon,comida,2
obrero,iztapalapa,9860,el rodeo,comerciante,1
estilista,iztacalco,8900,infonavit iztacalco,estetica,2
carpinteria y barniz,iztapalapa,9910,la esperanza,taller de carpinteria y barniz,4
comerciante,iztapalapa,9780,lomas de san lorenzo,tienda de ropa,2
vendedor de accesorios automotrices,iztacalco,8500,agricola oriental,auto boutique,10
"multiservicios (electricidad, herreria, aluminio,",gustavo a. madero,7300,lindavista sur,"electricidad, herreria, aluminio, plomeria, etc",3
comerciante,miguel hidalgo,11320,anhuac ii seccion,comerciante,1
micro empresaria,iztapalapa,9230,jos maria morelos y pavon,farmacia consultorio,2
comerciante,azcapotzalco,2480,petrolera,comerciante,1
comerciante,gustavo a. madero,7670,guadalupe proletaria,cafetería,2
comerciante,gustavo a. madero,7620,santa rosa,comerciante,1
comercio,gustavo a. madero,7870,guadalupe insurgentes,cafe internet,1
docente,iztapalapa,9200,unidad vicente guerrero,tienda de abarrotes y ba�os públicos,2
comerciante,iztapalapa,9860,el rodeo,venta de antojitos (quesadillas),1
ama de casa,gustavo a. madero,7969,san juan de aragon ii seccion,comerciante,1
comerciante,venustiano carranza,15300,20 de noviembre,tienda de abarrotes,2
negocio,gustavo a. madero,7600,progreso nacional,comerciante,1
costurero,alvaro obregon,1090,tizapan,uniformes escolares,3
administradora,iztapalapa,9637,campestre potrero,organizacion de eventos,2
venta de productos de belleza,gustavo a. madero,7060,estanzuela,comerciante,1
parrillero,tlahuac,13210,los olivos,local de comida,2
comerciante,xochimilco,16443,pocitos,comercio,1
comerciante,alvaro obregon,1290,presidentes,comerciante,1
comerciante,alvaro obregon,1710,ampliacion alpes,negocio de comida,2
comerciante,coyoacan,4390,nueva diaz ordaz,abarrotes,0
comerciante,coyoacan,4369,pedregal de santo domingo,taqueria,3
comerciante,xochimilco,16059,"pblo. stgo.tepalcatlalpan, u. h. rinconada del sur",tienda de abarrotes,0
comerciante,gustavo a. madero,7230,zona escolar,comerciante,1
comerciante,iztacalco,8500,agricola oriental,ferreteria y plomeria,2
comerciante,azcapotzalco,2050,santa maria malinalco,comerciante,1
comerciante,tlalpan,14500,san miguel topilejo,papeleria,2
en proceso de titulacion,xochimilco,16200,santiago tepalcatlalpan,zapateria,0
comercio tianguis y mesero,gustavo a. madero,7089,ampliacion gabriel hernndez,comerciante,1
hojalatero,iztapalapa,9640,xalpa,comerciante,1
comerciante,magdalena contreras,10300,san bernab ocotepec,comerciante,1
comerciante,gustavo a. madero,7200,cuautepec de madero,tienda de abarrotes,0
comerciante,iztapalapa,9750,las pe�as,comida,1
comerciante,iztapalapa,9640,xalpa,tienda de refrescos y bebidas,2
comerciante,gustavo a. madero,7860,tablas de san agustin,comerciante,1
comerciante,tlalpan,14100,pedregal de san nicols 5a seccion,comerciante,1
sistemas,alvaro obregon,1530,corpus christy,telefonia,3
estética automotriz,tlalpan,14500,san miguel topilejo,comerciante,1
comercio,xochimilco,16080,san esteban,cafeteria,2
comerciante,xochimilco,16450,santa maria nativitas,venta de ropa interior,1
comerciante,venustiano carranza,15530,moctezuma 2a seccion,pasteles artesanales de fondant,1
médico,benito juarez,3020,narvarte poniente,consultorio medico,1
contador publico independinete,iztapalapa,9700,santa cruz meyehualco,servicios de mensajeria y logistica,9
comerciante,iztacalco,8620,los reyes,comida,1
comercio,iztapalapa,9700,santa cruz meyehualco,comerciante,1
comerciante,tlalpan,14710,santo tomas ajusco,centro de computo,2
comerciante,gustavo a. madero,7420,nueva atzacoalco,venta de muebles,4
mecánico,iztapalapa,9209,renovacion,mecanica en general,2
comerciante,cuauhtemoc,6400,santa maria la ribera,comerciante,1
comerciante,cuauhtemoc,6400,santa maria la ribera,comerciante,1
taxista,gustavo a. madero,7020,tepeyac insurgentes,comerciante,1
agente de seguros,xochimilco,16750,calyequita,agente de seguros,0
comerciante,iztapalapa,9280,jacarandas,reciclaje,1
venta de comida,venustiano carranza,15610,cuchilla pantitln,venta de comida ambulante,2
emprendedor,milpa alta,12100,xochitepec,comerciante,1
comerciante,tlalpan,14710,santo tomas ajusco,reparacion de celulares,4
comerciante,miguel hidalgo,11430,ventura prez de alva,papeleria,2
estudiante,iztacalco,8030,gabriel ramos milln seccion cuchilla,taqueria,4
técnico en electronica,iztapalapa,9230,jos maria morelos y pavon,comerciante,1
comerciante,gustavo a. madero,7070,martin carrera,comedores infantiles,2
comerciante,tlalpan,14654,dolores tlali,puesto de comida,2
administradora,cuauhtemoc,6840,esperanza,servicio de transporte personal,5
comerciante,iztapalapa,9830,el molino,farmacia,1
cocina economica,coyoacan,4630,adolfo ruiz cortines,comerciante,1
comerciante,iztapalapa,9900,san lorenzo,comerciante,1
comerciante,coyoacan,4810,prados de coyoacn,comerciante,1
comerciante,gustavo a. madero,7280,jorge negrete,control para aire acondicionado y deteccion de humos,0
prediccion y venta de plantad,iztapalapa,9000,santa brbara,produccion plantas de ornato,2
herrero,iztapalapa,9430,el triunfo,comerciante,1
empleo propio,iztapalapa,9900,san lorenzo,comerciante,1
"comerciate, abarrotes",xochimilco,16090,xaltocan,comerciante,1
comerciante,iztapalapa,9680,tenorios,venta de tamales y atoles,2
comerciante,iztacalco,8930,campamento 2 de octubre,comerciante,1
microempresaria,iztacalco,8770,los picos de iztacalco seccion 1a,comerciante,1
comerciante,gustavo a. madero,7164,prados de cuautepec,antojitos mexicanos,5
cerrajero,iztapalapa,9620,lomas de zaragoza,comerciante,1
emprendedor,azcapotzalco,2730,san francisco tetecala,creacion de bolsitas para ni�as,3
comerciante,iztacalco,8830,militar marte,local comercial,4
comerciante,cuauhtemoc,6800,obrera,comerciante,1
comerciante,gustavo a. madero,7070,martin carrera,fonda,5
dentista,gustavo a. madero,7580,ampliacion casas alemn,comerciante,1
taller de herrería y carpintería,tlahuac,13040,san mateo,taller de herrería y carpintería,1
comerciante,gustavo a. madero,7160,loma la palma,comerciante,1
vendedora,iztapalapa,9280,jacarandas,venta de despensas,2
comerciante,tlalpan,14449,el mirador 3a seccion,farmacia,1
comerciante,alvaro obregon,1280,la joya,ropa,1
comerciante,iztacalco,8920,jardines tecma,comerciante,1
comerciante,benito juarez,3400,lamos,puesto de comida,2
comerciante,venustiano carranza,15010,valentin gomez farias,comerciante,1
tianguista,coyoacan,4489,culhuacn ctm seccion vii,comerciante,1
venta de productos artesanales,iztapalapa,9000,santa brbara,productos de higiene y belleza personal,2
comerciante,tlalpan,14390,villa coapa,abarrotes y materias primas,3
fabrico y vendo articulos decorativos,tlalpan,14370,villa lzaro crdenas,comerciante,1
chofer de plataforma,magdalena contreras,10580,barranca seca,comerciante,1
comerciante,iztapalapa,9600,santiago acahualtepec,venta de chilaquiles,2
serigrafista,alvaro obregon,1260,liberacion proletaria,serigrafia e imprenta,1
comerciante,tlahuac,13280,agricola metropolitana,venta de comida,2
sastre,xochimilco,16090,xaltocan,sastreria,1
due�o de tienda,gustavo a. madero,7969,san juan de aragon ii seccion,abarrotes,2
comerciante,iztapalapa,9360,ampliacion san miguel,venta de aceites,3
comerciante,tlahuac,13270,del mar,cremeria y abarrotes,2
comenciante,xochimilco,16320,san lucas oriente,"venta de pan, cafe y tacos de guisado",1
comercio satreria,gustavo a. madero,7840,7 de noviembre,corte y confeccion sastreria,2
panadera,cuauhtemoc,6820,trnsito,panaderia,3
herrero,tlahuac,13270,del mar,herreria,2
ventas,venustiano carranza,15450,damin carmona,comerciante,1
fabricacion de productos,cuauhtemoc,6900,nonoalco tlatelolco,lonja mercantil,3
comerciante,tlalpan,14330,rinconada coapa 1a seccion,comerciante,1
obrera,alvaro obregon,1840,torres de potrero,comerciante,1
comerciante,tlahuac,13319,la estacion,papeleria,1
comerciante,iztapalapa,9708,mixcoatl,tienda de ropa,1
chofer,cuajimalpa de morelos,5000,cuajimalpa,productos percederos,1
aceador de calzado,iztapalapa,9750,las pe�as,comerciante,1
comerciante,coyoacan,4918,cafetales,comerciante,1
comerciante,tlahuac,13200,miguel hidalgo,taxi de servicio publico individual de la cdmx,2
comerciante,tlahuac,13070,san miguel,purificacion de agua,7
carpintero y herrero,iztapalapa,9140,santa martha acatitla norte,comerciante,1
comerciante,xochimilco,16000,san juan,"venta de ensaladas, cockteles de frutas, jugos naturales",3
comerciante,iztapalapa,9700,santa cruz meyehualco,comerciante,1
estudiante,iztapalapa,9060,sector popular,recarga y venta de extintores,4
comerciante,iztapalapa,9290,santa cruz meyehualco,internet/papeleria,1
microempresaria,xochimilco,16530,las flores,alimentos,4
comerciante,benito juarez,3020,narvarte poniente,exposiciones artesanales y itinerantes,2
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,comida,2
comerciante,milpa alta,12300,san salvador cuauhtenco,tienda de abarrotes,1
comerciante,iztapalapa,9640,xalpa,postres y antojitos,1
peluquero,alvaro obregon,1780,tizampampano del pueblo tetelpan,peluqueria,2
empresario,xochimilco,16720,del carmen,logistica,2
lavanderia,cuauhtemoc,6400,santa maria la ribera,comerciante,1
radiologa,tlalpan,14640,ejidos de san pedro mrtir,venta de perfumes a domicilio,3
negocio personal jugueria,iztacalco,8770,los picos de iztacalco seccion 1a,"expendio de jugos, licuados, aguas, ensaladas, sandwiches",2
comerciante,iztapalapa,9208,chinampac de jurez,"paletas, helados y aguas frescas",1
microempresaria,cuauhtemoc,6000,centro (rea 1),servicios de limpieza de inmuebles,5
fabricante de dulces,iztapalapa,9900,san lorenzo,alegrias,1
entrenador de fútbol,iztapalapa,9700,santa cruz meyehualco,comerciante,1
antojitos,iztapalapa,9010,real del moral,antojitos,2
programacion y comercializacion de sistemas de pun,coyoacan,4369,pedregal de santo domingo,progrmacion y venta de sistemas de punto de venta,5
entrenador de fútbol,iztapalapa,9609,santiago acahualtepec 2a. ampliacion,comerciante,1
cocinera,alvaro obregon,1500,miguel gaona armenta,cocina,3
due�a,milpa alta,12000,villa milpa alta centro,cocina,2
comerciante,iztapalapa,9850,santa maria del monte,comerciante,1
comerciante,iztapalapa,9360,ampliacion san miguel,comida y postres,4
tianguista,iztacalco,8200,viaducto piedad,comerciante,2
comerciante,iztapalapa,9520,san sebastin tecoloxtitla,comida,2
comerciante,alvaro obregon,1400,preconcreto,comerciante,1
almacenista,gustavo a. madero,7320,residencial la escalera,reparaciones,2
comerciante,iztapalapa,9208,chinampac de jurez,comerciante,1
comerciante,iztapalapa,9970,valle de san lorenzo,bisuteria y boneteria,1
costurera,iztapalapa,9500,santa maria aztahuacn ampliacion,costura por maquila de prendas,7
comerciante,azcapotzalco,2070,nextengo,venta de huevo,1
encargado,benito juarez,3630,independencia,arreglar computadoras,1
negocio de abarrotes,gustavo a. madero,7880,mrtires de rio blanco,tienda de abarrotes,0
fabricante de textiles,gustavo a. madero,7290,la pastora,promocionales textiles y uniformes,3
comerciante,iztapalapa,9870,santa maria tomatln,tienda de abarrotes,1
comerciante,tlalpan,14390,villa coapa,comerciante,1
comerciante,iztapalapa,9000,santa brbara,venta de ropa hecha,4
vendedora de pan,iztacalco,8420,cuchilla agricola oriental,panaderia,2
arquitecto,milpa alta,12700,san francisco tecoxpa,"servicio de internet, impresiones y copias",3
comerciante,milpa alta,12400,san miguel,lenceria,2
comerciante,magdalena contreras,10020,cuauhtmoc,venta de cafe de grano,2
comerciante,xochimilco,16400,san lorenzo atemoaya,venta de alimentos preparados,3
comerciante,cuauhtemoc,6800,obrera,comerciante,1
taller de impresion (imprenta),coyoacan,4600,pedregal de santa ursula,imprenta,3
comerciante,magdalena contreras,10640,pueblo nuevo bajo,comerciante,1
comerciante,tlalpan,14748,mirador ii,comerciante,1
hojalatero,iztapalapa,9400,el sifon,automotriz,1
comercio,iztapalapa,9780,lomas de san lorenzo,comerciante,2
comerciante,tlahuac,13210,los olivos,venta y reparacion de celulares,2
gestoria,coyoacan,4480,culhuacn ctm seccion x-a,gestoria tramites y proyecto,3
comerciante,xochimilco,16200,santiago tepalcatlalpan,"papeleri, internet y regalos",1
comerciante,coyoacan,4230,prado churubusco,papeleria,2
comercialmente- tamalera,milpa alta,12000,villa milpa alta centro,comerciante,1
independiente,coyoacan,4310,romero de terreros,regalos colibri  perfumeria y regalos,1
comerciante,iztapalapa,9790,san lorenzo tezonco,comerciante,1
comerciante,venustiano carranza,15680,arenal 2a seccion,venta de mariscos,2
tienda de abarrotes,iztapalapa,9210,tepalcates,comerciante,1
comerciante,miguel hidalgo,11370,tlaxpana,comerciante,1
comerciante,tlalpan,14240,lomas hidalgo,polleria,2
comerciante,iztacalco,8930,campamento 2 de octubre,gelatinas,2
comerciante,iztapalapa,9960,la planta,tienda de abarrotes,1
emprendedor,coyoacan,4650,santa ursula coapa,papeleria e internet,2
comerciante,gustavo a. madero,7420,nueva atzacoalco,papeleria y regalos,2
comerciante,iztapalapa,9760,consejo agrarista mexicano,comerciante,1
asistente administrativo,iztapalapa,9800,valle de luces,artesanías de madera y resina,4
comerciante,iztapalapa,9630,san miguel teotongo seccion torres,comerciante,1
dise�adora,iztapalapa,9310,leyes de reforma 3a seccion,heladeria,5
comerciante,iztapalapa,9360,ampliacion san miguel,comerciante,1
impresor,gustavo a. madero,7080,gabriel hernndez,comerciante,1
comerciante,azcapotzalco,2719,ampliacion san pedro xalpa,"productos de higiene personal, cosmeticos",1
emprendedor,venustiano carranza,15300,20 de noviembre,impresion,3
comerciante,iztapalapa,9880,granjas estrella,venta de ropa,1
empleada,iztapalapa,9820,santa isabel industrial,comerciante,1
venta de comida,cuajimalpa de morelos,5200,san jos de los cedros,venta de comida,2
estilista,azcapotzalco,2600,pro-hogar,comerciante,1
comerciante,iztacalco,8200,viaducto piedad,comida,1
comerciante,cuauhtemoc,6300,guerrero,confeccion y venta de globos,5
comerciante ambulante,iztapalapa,9600,santiago acahualtepec,comerciante,1
comerciante,iztapalapa,9570,santa maria aztahuacn,articulos para el hogar,2
comerciante,azcapotzalco,2420,ex-hacienda el rosario,lubricantes automotriz,1
comerciante,tlalpan,14100,pedregal de san nicols 5a seccion,productos de belleza,1
lavanderia,iztapalapa,9290,santa cruz meyehualco,comerciante,1
taxi app didi,tlahuac,13420,selene,taxi app didi,3
comerciante,xochimilco,16720,del carmen,comerciante,1
odontologa,tlalpan,14275,paraje 38,comerciante,1
microempresario,benito juarez,3300,portales sur,comerciante,1
artes graficas,gustavo a. madero,7320,residencial la escalera,comerciante,1
